3,5584730245759777299855052193753669160654994618041700916901881991863024378784163424072337746040453274882563927871387465761514483952042039377027241908729019,8377095368639665949782578290630503740982491927062551375352822987794536568176428194651152203577123267231115910999437924557593788821833273097923284037388163,512
3,113889187520366282444711587422769492851256681030772669700926295728894634369801230622761098061453057326612990971815531174234434672583445194912067979821542975496267,170833781280549423667067381134154239276885021546159004551389443593341951554701846761923846066836732140979103988340829795271224566344175342960108382799013807614391,536
3,2263656086561903637015255849306477939874806122145545454735268378153385905542742918133910226895913573731620303573963242226682168534871052998904422878750138567044857520987,3395484129842855455522883773959716909812209183218318182102902567230078858314114377204553114345200258116276273070738782352374152854687859115757266195424310958409291424243,560
3,33458773226018817785814140596578437986355649375408794798082758057971054880973512158019540152422780671569439763675578758158675324588774511828813676454045668129226094851574648123,50188159839028226678721210894867656979533474063113192197124137086956582321460268237029324404450188796432721396257112463454823993671022704122104962010842277257720828937005302091,584
3,630979067221765175942761625211864315888892749455096391220915423401375010563815160549488523907238672059515090409707814826179738094631283254468763371605415791675514931179610140639865611,946468600832647763914142437817796473833339124182644586831373135102062515845722740824232785922397938560353248798023280492959052181424160156280932192905151523157007974592827854152569977,608
3,8351510753798501210306303535485333229315613083410291768983099529006453363675394686761403003370319384481932799049805194916779868976114018641930598360687368312006072136627913832341738420299739,12527266130697751815459455303227999843973419625115437653474649293509680045513092030142104505055703188512215645821276983803964727780719393280500795154953467804769062399941902705972673132819223,632
3,165453005052617304353872232066953640589630820787703333338912671037151659088442448231808301643273124314422659131252882968140102406460797739729056492649800118222329311495509605858874674952843457277611,248179507578925956530808348100430460884446231181555000008369006555727488632663672347712452464909687468037974144231055280010192293690487029793520222476048517031461348735664784094983314849753576890317,656
3,2849331547183518679037039553596902394914040678500030774185136349367383083103931347518629083715770578715007403330784173496558023494896835480412211714132078213559194073211677571711309066143068871180206767291,4273997320775278018555559330395353592371061017750046161277704524051074624655897021277943625573655868076655923721608435211263260598565378162312795763229150942625388505759727833848971851401781898277924093699,680
3,35971112173356661928556267184098572449559967328673493381531965108628259562512399764669344441025393592047095886624388493039775843642733722829098840181682679578639837571419438304724968413396546293153123746984636459,53956668260034992892834400776147858674339950993010240072297947662942389343768599647004016661538090388070658521927881445527099592944782873229241724881677941723938817008230813140721223726629512557008118258759418833,704
3,740209484967764044196895535610749651385006201182572104572047739333717570765917495999987765650028653620519855983436787776446931030786849079008333832032695247722843075387593425168624770422763870092859628480194133328258667,1110314227451646066295343303416124477077509301773858156858071609000576356148876243999981648475042980430779784042035084135363000573255483937178876416210139358573032781243444294504612208716043083877630392743685462800791571,728
3,10457563344565676909433530407021099484893355930573126366448943990803586348721472488130014689986111221817248322626266369581096317980573908979532895761801742269914078051143074685903478274408378306629795466577892634060488388834691,15686345016848515364150295610531649227340033895859689549673415986205379523082208732195022034979166832725872483939650044651150108652772608545781373809472909061220040682468388926941379511611870141291275413357127776996470364289697,752
3,174043364419312732614170870781512337908043648008387295409986434767281420340856852479936063949220139653784023514619805568104008377996545128277817513842096970535836193629700764439679938122869032022079372081316806394095744475850763066675,261065046628969098921256306172268506862065472012580943114979652150922130511285278719904095923830209480676035271929709375315602979818337620639892347263610369475897928836900670205645580667901893382656667958804233087213052626307734109061,776
3,3730774538645854285736031189179309254055912311183701194355921494785604091285686792881219698933129317274546206377638998349130929088285283818809334031258471423534145982528122070498840207441206739255330879596905598014095467819275466518185837435,5596161807968781428604046783768963881083868466775551791533882242178406136928530189321829548399693975911819309566458497528437180560232411708058678753830758841590763419146591491142503064663939092179137980792145088822426123894004177667475121971,800
3,58132994972390365549693758157520291355759961213613440302466777182683023375228245067138048476751490931578137993955241355731781853782862929123267372540743270103136451930392837479969771458245278474236518901264063706262117289707096676321760087439604515,87199492458585548324540637236280437033639941820420160453700165774024535062842367600707072715127236397367206990932862033597691479156843192145311210462270014497837440763382732819981129253504439963943917645769251100465416865125475091264537473608934681,824
3,794441754773603480706267265112202930824132172240828526612278254952487370936403376592678098959162994762856971098994898569837698890719030300071588020135061778571950895579470666263851695208009901493524852423370712248504327308127404198303397231262380712051219,1191662632160405221059400897668304396236198258361242789918417382428731056404605064889017148438744492144285456648492347854756548405172170576289368586898821421751912918614493698280324775753880972350619567534386806150905755677816578022266963513046585532638333,848
3,14144811951183573397320964776792969728521729410728418611510100441960564451705541350687697010042061533682530872858376082389182191140315656493127994329910927528773217430650803919532282539373661766930262856699247387891412003858118996512852157790556417730306784295339,21217217926775360095981447165189454592782594116092627917265150662940846677558312026031545515063092300523796309287564123583773286710764934110260850342633664743773064124550194487010014888573208588188626457860193189451003928891469065569690349583876198525108407115513,872
3,274796015758319002013936172518178987014399774995121900251345824202838769765796184682589139237223445141620992874122894149633999787987759065806268432848248946544084601122732680678688940412900776416958650214985121980216038495300629943675161100245568926407244804748922302507,412194023637478503020904258777268480521599662492682850377018736304258154648694277023883708855835167712431489311184341224450999681981639890102105816192248065936957332325005914285733440302586843381100878124076051458064370079453691934008982654546833805885729914887914891643,896
3,4083272997589552335556588468122881928946955371802917614966201175966131646684023070291090312884396056115976388121984399926537783815276324975913874071293603997615020277179152284822403993560802929239728581250149715194655308099885417599969584707400686867900309649777023123841344979,6124909496384328503334882702184322893420433057704376422449301763949197470026034605436635469326594084173964582182976599889806675722914487468830617072297521512199473898143645031839242115360429681208390688583370403814012623014323126652342009092503122302848400162329743412974197853,920
3,81029148474475765141717887494577760286448285962774312293723197412670380012113847092665906863709930298205269210803564870274130231683284949996008015252923362254382658025114151781396459118604347191998405770131639359616192628006587135009136984789444982905455446919977950627910324211615171,121543722711713647712576831241866640429672428944161468440584796119005570018170770638998860295564895447307903816205347305411195347524927424994034095706969021171642244468800059269715945388144306173600882374262260800217153193599715647874647504854147957719698787120570169091337408211038577,944
3,1283210836292461856728953079903198265777032829118266965134683776063678044004360159043743377177808406594553274133046841795759287550742103950331290915474195123950678685861158661141669918151601928754899214475095128615942556123774154935578618745409814974601470589915412592066341198660291510611659,1924816254438692785093429619854797398665549243677400447702025664095517066006540238565615065766712609891829911199570262693638931326113155925496936461577025855837061263070245003452234050985884512597753739612596009645276146209141148462796508010310459583183132316690895434853019995847123535548193,968
3,21700359710750440410833492049348209102811954132827493697502912240034974584865028865405780755605319664147465977091842055896679075671904701598523577156051318762819903767738406403070467803741386978175548308756399498513381861511176415582600214794196184967841015224471718183034769936732592160190722436267,32550539566125660616250238074022313654217931199241240546254368360052461877297543298108671133407979496221198965637763083845018613507857052397785365734439947043472465714232302801144091293047322206857910703591199997268775309710307002197068620534928992923805439982965621355936808933013554826803226284329,992
3,356612661377177447508357106229773709284922236586545195731339996846483091876658891966615492364640811912820818511321450131888175980028917992104331660396960325852883720128171774724503926285925704742419751246218609080625217904355124502266056122929608878764888679247155643271606285834175528945732757990826317547,534918992065766171262535659344660563927383354879817793597009995269724637814988337949923238546961217869231227766982175197832263970043376988156497490595441952425795511038388605667748813951301389324838921956915264328055126403307951997880028085166445495240935947985475563187486687063647648350593918472869260517,1016
3,5845550241758546273629966607510507469835758292260792829003625737420079718984802368184273457025509837343083383627645146146280761346692735400984012982190241892592185918557655598386803310563827713862895506502063103082437770455063223698289286765112010476836803205547076818393792433892430416490443087085616559174393163,8768325362637819410444949911265761204753637438391189243505438606130119578477203552276410185538264756014625075441467719219421142020039103101476019473285362844820391813001422875330914558792707822101949619828005205488578000379647826907253790971115939690042688521658508390035971805573799299874025567727553516084230619,1040
